timestamp,battery_level,battery_voltage,battery_current,battery_power,battery_temperature,screen_status,bright_level,cpu_usage,frequency_core0,frequency_core1,frequency_core2,frequency_core3,frequency_core4,frequency_core5,frequency_core6,frequency_core7,wifi_status,wifi_rx,wifi_tx,wifi_intensity,mobile_status,mobile_mode,mobile_rx,mobile_tx,network_mode,gps_activity,bluetooth
3506,0.57,3.822,-0.333007,-1.272752754,33.7,1,5,42,1804.8,1804.8,1804.8,1804.8,710.4,710.4,710.4,844.8,1,585,468,-42,0,0,0,0,1,1,0
3507,0.57,3.822,-0.262695,-1.00402029,33.7,1,5,30,1612.8,1612.8,1612.8,1612.8,2419.2,2419.2,2419.2,844.8,1,585,780,-41,0,0,0,0,1,1,0
3508,0.57,3.822,-0.286132,-1.093596504,33.7,1,5,63,1075.2,1075.2,1075.2,1075.2,1766.4,1766.4,1766.4,844.8,1,585,780,-41,0,0,0,0,1,1,0
3509,0.57,3.822,-0.269531,-1.030147482,33.7,1,5,33,1248.0,1248.0,1248.0,1248.0,710.4,710.4,710.4,844.8,1,585,780,-41,0,0,0,0,1,1,0
3510,0.57,3.822,-0.332519,-1.270887618,33.7,1,5,33,1075.2,1075.2,1075.2,1075.2,710.4,710.4,710.4,844.8,1,585,780,-41,0,0,0,0,1,1,0
3511,0.57,3.822,-0.308105,-1.17757731,33.7,1,5,35,1248.0,1248.0,1248.0,1248.0,710.4,710.4,710.4,844.8,1,585,780,-41,0,0,0,0,1,1,0
3512,0.57,3.822,-0.269042,-1.028278524,33.7,1,5,63,1516.8,1516.8,1516.8,1516.8,1286.4,1286.4,1286.4,844.8,1,585,780,-41,0,0,0,0,1,1,0
3513,0.57,3.822,-0.358398,-1.369797156,33.7,1,5,48,1804.8,1804.8,1804.8,1804.8,710.4,710.4,710.4,844.8,1,585,780,-41,0,0,0,0,1,1,0
3514,0.57,3.822,-0.330566,-1.263423252,33.7,1,5,30,1804.8,1804.8,1804.8,1804.8,710.4,710.4,710.4,844.8,1,585,780,-41,0,0,0,0,1,1,0
3515,0.57,3.822,-0.307617,-1.175712174,33.7,1,5,46,1075.2,1344.0,1344.0,1344.0,710.4,710.4,710.4,844.8,1,585,780,-41,0,0,0,0,1,1,0
3516,0.57,3.822,-0.409667,-1.565747274,33.7,1,5,51,1708.8,1708.8,1708.8,1708.8,940.8,940.8,940.8,844.8,1,585,650,-41,0,0,0,0,1,1,0
3517,0.57,3.822,-0.393066,-1.502298252,33.7,1,5,33,1171.2,1171.2,1171.2,1171.2,940.8,940.8,940.8,844.8,1,585,650,-41,0,0,0,0,1,1,0
3518,0.57,3.822,-0.288574,-1.102929828,33.7,1,5,35,1804.8,1804.8,1804.8,1804.8,710.4,710.4,710.4,844.8,1,585,650,-41,0,0,0,0,1,1,0
3519,0.57,3.822,-0.339355,-1.29701481,33.7,1,5,85,1248.0,1248.0,1248.0,1248.0,2342.4,2342.4,2342.4,844.8,1,702,780,-41,0,0,0,0,1,1,0
3520,0.57,3.822,-0.411132,-1.571346504,33.7,1,5,46,1804.8,1804.8,1804.8,1804.8,710.4,710.4,710.4,844.8,1,702,780,-41,0,0,0,0,1,1,0
3521,0.57,3.822,-0.407714,-1.558282908,33.7,1,5,63,1344.0,1344.0,1344.0,1344.0,710.4,710.4,710.4,844.8,1,702,780,-41,0,0,0,0,1,1,0
3522,0.57,3.884,-0.296874,-1.153058616,33.5,1,5,63,1420.8,1516.8,1516.8,1516.8,710.4,710.4,710.4,844.8,1,585,650,-39,0,0,0,0,1,1,0
3523,0.57,3.884,-0.270019,-1.048753796,33.5,1,5,40,1075.2,1075.2,1075.2,1075.2,2419.2,2419.2,2419.2,844.8,1,585,650,-39,0,0,0,0,1,1,0
3524,0.57,3.884,-0.355468,-1.380637712,33.5,1,5,63,1804.8,1804.8,1804.8,1804.8,1171.2,1171.2,1171.2,844.8,1,585,650,-39,0,0,0,0,1,1,0
3525,0.57,3.884,-0.27832,-1.08099488,33.5,1,5,44,1171.2,1171.2,1171.2,1171.2,710.4,710.4,710.4,844.8,1,6,650,-41,0,0,0,0,1,1,0
3526,0.57,3.884,-0.281738,-1.094270392,33.5,1,5,63,1420.8,1420.8,1420.8,1420.8,940.8,940.8,940.8,844.8,1,6,650,-41,0,0,0,0,1,1,0
3527,0.57,3.884,-0.296386,-1.151163224,33.5,1,5,27,1248.0,1248.0,1248.0,1248.0,710.4,710.4,710.4,844.8,1,6,650,-41,0,0,0,0,1,1,0
3528,0.57,3.884,-0.284667,-1.105646628,33.5,1,5,25,1420.8,1420.8,1420.8,1420.8,710.4,710.4,710.4,844.8,1,585,702,-41,0,0,0,0,1,1,0
3529,0.57,3.884,-0.4458,-1.7314872,33.5,1,5,63,1248.0,1248.0,1248.0,1248.0,1478.4,1478.4,1382.4,844.8,1,585,702,-41,0,0,0,0,1,1,0
3530,0.57,3.884,-0.297851,-1.156853284,33.5,1,5,35,1171.2,1171.2,1171.2,1171.2,710.4,710.4,710.4,844.8,1,585,702,-41,0,0,0,0,1,1,0
3531,0.57,3.884,-0.280273,-1.088580332,33.5,1,5,27,1804.8,1804.8,1804.8,1804.8,710.4,710.4,710.4,844.8,1,585,650,-41,0,0,0,0,1,1,0
3532,0.57,3.884,-0.325195,-1.26305738,33.5,1,5,30,1708.8,1248.0,1248.0,1248.0,710.4,710.4,710.4,844.8,1,585,650,-41,0,0,0,0,1,1,0
3533,0.57,3.884,-0.410156,-1.593045904,33.5,1,5,40,1171.2,1171.2,1171.2,1171.2,710.4,710.4,710.4,844.8,1,585,650,-41,0,0,0,0,1,1,0
3534,0.57,3.884,-0.27246,-1.05823464,33.5,1,5,63,1804.8,1804.8,1804.8,1804.8,1958.4,1958.4,1958.4,844.8,1,585,650,-41,0,0,0,0,1,1,0
3535,0.57,3.884,-0.555663,-2.158195092,33.5,1,5,44,1344.0,1344.0,1344.0,1344.0,940.8,940.8,940.8,844.8,1,585,650,-41,0,0,0,0,1,1,0
3536,0.57,3.884,-0.415527,-1.613906868,33.5,1,5,63,1344.0,1344.0,1344.0,1344.0,710.4,710.4,710.4,844.8,1,585,650,-41,0,0,0,0,1,1,0
3537,0.57,3.884,-0.28955,-1.1246122,33.5,1,5,63,1516.8,1516.8,1516.8,1516.8,710.4,710.4,710.4,844.8,1,6,702,-42,0,0,0,0,1,1,0
3538,0.57,3.884,-0.395019,-1.534253796,33.5,1,5,63,1344.0,1344.0,1344.0,1344.0,710.4,710.4,710.4,844.8,1,6,702,-42,0,0,0,0,1,1,0
3539,0.57,3.884,-0.594726,-2.309915784,33.5,1,5,51,979.2,979.2,979.2,979.2,2419.2,2419.2,2419.2,1516.8,1,6,702,-42,0,0,0,0,1,1,0
3540,0.57,3.884,-0.444335,-1.72579714,33.5,1,5,48,1075.2,1075.2,1075.2,1075.2,710.4,710.4,710.4,844.8,1,780,650,-40,0,0,0,0,1,1,0
3541,0.57,3.884,-0.520507,-2.021649188,33.5,1,5,81,1804.8,1804.8,1804.8,1804.8,2246.4,2246.4,2246.4,844.8,1,780,650,-40,0,0,0,0,1,1,0
3542,0.57,3.884,-0.550292,-2.137334128,33.5,1,5,91,1708.8,1708.8,1708.8,1708.8,2419.2,2419.2,2419.2,1516.8,1,780,650,-40,0,0,0,0,1,1,0
3543,0.57,3.884,-0.32373,-1.25736732,33.5,1,5,72,979.2,979.2,979.2,979.2,2419.2,2419.2,2419.2,1516.8,1,866,650,-39,0,0,0,0,1,1,0
3544,0.57,3.884,-0.360351,-1.399603284,33.5,1,5,75,1171.2,1171.2,1171.2,1171.2,2419.2,2419.2,2419.2,1516.8,1,866,650,-39,0,0,0,0,1,1,0
3545,0.57,3.884,-0.40332,-1.56649488,33.5,1,5,31,1248.0,1248.0,1248.0,1248.0,710.4,710.4,710.4,844.8,1,866,650,-39,0,0,0,0,1,1,0
3546,0.57,3.884,-0.372558,-1.447015272,33.5,1,5,87,1171.2,1171.2,1171.2,1171.2,1766.4,1766.4,1766.4,844.8,1,702,650,-41,0,0,0,0,1,1,0
3547,0.57,3.884,-0.439452,-1.706831568,33.5,1,5,50,1171.2,1171.2,1248.0,1248.0,825.6,825.6,825.6,844.8,1,702,650,-41,0,0,0,0,1,1,0
3548,0.57,3.884,-0.296386,-1.151163224,33.5,1,5,48,1171.2,1171.2,1171.2,1171.2,825.6,825.6,825.6,844.8,1,702,650,-41,0,0,0,0,1,1,0
3549,0.57,3.884,-0.326171,-1.266848164,33.5,1,5,63,1075.2,1075.2,1075.2,1075.2,1056.0,1056.0,1056.0,844.8,1,866,650,-41,0,0,0,0,1,1,0
3550,0.57,3.884,-0.351562,-1.365466808,33.5,1,5,63,1344.0,1344.0,1344.0,1344.0,710.4,710.4,710.4,844.8,1,866,650,-41,0,0,0,0,1,1,0
3551,0.57,3.884,-0.471679,-1.832001236,33.5,1,5,63,1804.8,1804.8,1804.8,1804.8,710.4,710.4,710.4,844.8,1,866,650,-41,0,0,0,0,1,1,0
3552,0.57,3.884,-0.977538,-3.796757592,33.5,1,5,63,1804.8,1804.8,1804.8,1804.8,1382.4,1382.4,1382.4,844.8,1,780,650,-40,0,0,0,0,1,1,0
3553,0.57,3.884,-0.419433,-1.629077772,33.5,1,5,33,1804.8,1804.8,1804.8,1804.8,710.4,710.4,710.4,844.8,1,780,650,-40,0,0,0,0,1,1,0
3554,0.57,3.884,-0.66455,-2.5811122,33.5,1,5,30,1612.8,1612.8,1612.8,1612.8,710.4,710.4,710.4,844.8,1,780,650,-40,0,0,0,0,1,1,0
3555,0.57,3.884,-0.510253,-1.981822652,33.5,1,5,63,1075.2,1075.2,1075.2,1075.2,1478.4,1478.4,1478.4,844.8,1,780,650,-41,0,0,0,0,1,1,0
3556,0.57,3.884,-0.452148,-1.756142832,33.5,1,5,50,1516.8,1516.8,1516.8,1516.8,940.8,940.8,940.8,844.8,1,780,650,-41,0,0,0,0,1,1,0
3557,0.57,3.884,-0.415038,-1.612007592,33.5,1,5,71,1344.0,1344.0,1344.0,1344.0,2150.4,2150.4,2419.2,1516.8,1,780,650,-41,0,0,0,0,1,1,0
3558,0.57,3.884,-0.319335,-1.24029714,33.5,1,5,56,979.2,979.2,979.2,979.2,2419.2,2419.2,2419.2,1516.8,1,780,650,-43,0,0,0,0,1,1,0
3559,0.57,3.884,-0.337402,-1.310469368,33.5,1,5,63,979.2,979.2,979.2,979.2,1862.4,1862.4,1862.4,1516.8,1,780,650,-43,0,0,0,0,1,1,0
3560,0.57,3.884,-0.545898,-2.120267832,33.5,1,5,59,979.2,979.2,979.2,979.2,2342.4,2342.4,2342.4,1516.8,1,780,650,-43,0,0,0,0,1,1,0
3561,0.57,3.884,-0.313476,-1.217540784,33.5,1,5,42,1075.2,1075.2,1075.2,1075.2,1670.4,1670.4,1670.4,844.8,1,780,650,-42,0,0,0,0,1,1,0
3562,0.57,3.884,-0.564941,-2.194230844,33.5,1,5,57,1248.0,1248.0,1248.0,1171.2,1286.4,1286.4,1286.4,844.8,1,780,650,-42,0,0,0,0,1,1,0
3563,0.57,3.884,-0.379882,-1.475461688,33.5,1,5,42,979.2,979.2,979.2,979.2,1478.4,1478.4,1478.4,1516.8,1,780,650,-42,0,0,0,0,1,1,0
3564,0.57,3.884,-0.527343,-2.048200212,33.5,1,5,75,1075.2,1075.2,1075.2,1171.2,825.6,825.6,825.6,844.8,1,780,650,-43,0,0,0,0,1,1,0
3565,0.57,3.884,-0.304199,-1.181508916,33.5,1,5,50,1344.0,1344.0,1344.0,1344.0,710.4,710.4,710.4,844.8,1,780,650,-43,0,0,0,0,1,1,0
3566,0.57,3.884,-0.373534,-1.450806056,33.5,1,5,46,1804.8,1804.8,1804.8,1804.8,710.4,710.4,710.4,844.8,1,780,650,-43,0,0,0,0,1,1,0
3567,0.57,3.884,-0.311034,-1.208056056,33.5,1,5,27,1612.8,1612.8,1612.8,1612.8,710.4,710.4,710.4,844.8,1,780,650,-41,0,0,0,0,1,1,0
3568,0.57,3.884,-0.294921,-1.145473164,33.5,1,5,58,1171.2,1171.2,1171.2,1171.2,710.4,710.4,710.4,844.8,1,780,650,-41,0,0,0,0,1,1,0
3569,0.57,3.884,-0.337402,-1.310469368,33.5,1,5,40,1516.8,1516.8,1516.8,1516.8,825.6,825.6,825.6,844.8,1,780,650,-41,0,0,0,0,1,1,0
3570,0.57,3.884,-0.421386,-1.636663224,33.5,1,5,42,1804.8,1804.8,1804.8,1804.8,825.6,825.6,825.6,844.8,1,780,650,-41,0,0,0,0,1,1,0
3571,0.57,3.884,-0.312499,-1.213746116,33.5,1,5,52,1248.0,1248.0,1248.0,1248.0,940.8,940.8,940.8,844.8,1,780,650,-41,0,0,0,0,1,1,0
3572,0.57,3.884,-0.310546,-1.206160664,33.5,1,5,52,1344.0,1344.0,1344.0,1344.0,710.4,710.4,710.4,844.8,1,780,650,-41,0,0,0,0,1,1,0
3573,0.57,3.884,-0.316894,-1.230816296,33.5,1,5,63,1344.0,1344.0,1344.0,1344.0,710.4,710.4,710.4,844.8,1,780,650,-40,0,0,0,0,1,1,0
3574,0.57,3.884,-0.284667,-1.105646628,33.5,1,5,44,1420.8,1420.8,1420.8,1420.8,710.4,710.4,710.4,844.8,1,780,650,-40,0,0,0,0,1,1,0
3575,0.57,3.884,-0.605956,-2.353533104,33.5,1,5,52,1075.2,1075.2,1075.2,1075.2,1958.4,1958.4,1958.4,844.8,1,780,650,-40,0,0,0,0,1,1,0
3576,0.57,3.884,-0.597167,-2.319396628,33.5,1,5,48,1075.2,1075.2,1075.2,1075.2,1286.4,1286.4,1286.4,844.8,1,780,650,-41,0,0,0,0,1,1,0
3577,0.57,3.884,-0.34912,-1.35598208,33.5,1,5,44,1075.2,1075.2,1075.2,1075.2,1056.0,1056.0,1056.0,844.8,1,780,650,-41,0,0,0,0,1,1,0
3578,0.57,3.884,-0.440429,-1.710626236,33.5,1,5,52,1804.8,1804.8,1804.8,1804.8,1056.0,1056.0,1056.0,844.8,1,780,650,-41,0,0,0,0,1,1,0
3579,0.57,3.884,-0.304687,-1.183404308,33.5,1,5,37,1344.0,1344.0,1344.0,1344.0,710.4,710.4,710.4,844.8,1,780,650,-41,0,0,0,0,1,1,0
3580,0.57,3.884,-0.490722,-1.905964248,33.5,1,5,87,1075.2,1075.2,1075.2,1075.2,2419.2,2419.2,2419.2,844.8,1,780,650,-41,0,0,0,0,1,1,0
3581,0.57,3.884,-0.427245,-1.65941958,33.5,1,5,27,1804.8,1804.8,1804.8,1804.8,710.4,710.4,710.4,844.8,1,780,650,-41,0,0,0,0,1,1,0
3582,0.57,3.884,-0.475097,-1.845276748,33.5,1,5,50,1612.8,1612.8,1612.8,1612.8,710.4,710.4,710.4,844.8,1,780,650,-40,0,0,0,0,1,1,0
3583,0.57,3.874,-0.536132,-2.076975368,33.5,1,5,54,1804.8,1804.8,1804.8,1804.8,710.4,710.4,710.4,844.8,1,780,650,-40,0,0,0,0,1,1,0
3584,0.57,3.874,-0.512695,-1.98618043,33.5,1,5,42,1344.0,1344.0,1344.0,1344.0,710.4,710.4,710.4,844.8,1,780,650,-40,0,0,0,0,1,1,0
3585,0.57,3.874,-0.626464,-2.426921536,33.5,1,5,42,1344.0,1344.0,1344.0,1344.0,710.4,710.4,710.4,844.8,1,780,650,-42,0,0,0,0,1,1,0
3586,0.57,3.874,-0.502929,-1.948346946,33.5,1,5,63,979.2,979.2,979.2,979.2,2419.2,2419.2,2419.2,1516.8,1,780,650,-42,0,0,0,0,1,1,0
3587,0.57,3.874,-0.458007,-1.774319118,33.5,1,5,61,1075.2,1075.2,1075.2,1075.2,1382.4,1382.4,1382.4,844.8,1,780,650,-42,0,0,0,0,1,1,0
3588,0.57,3.874,-0.507812,-1.967263688,33.5,1,5,61,1804.8,1804.8,1804.8,1804.8,710.4,710.4,710.4,844.8,1,780,650,-40,0,0,0,0,1,1,0
3589,0.57,3.874,-0.884765,-3.42757961,33.5,1,5,35,1344.0,1344.0,1344.0,1344.0,825.6,825.6,825.6,844.8,1,780,650,-40,0,0,0,0,1,1,0
3590,0.57,3.874,-0.761718,-2.950895532,33.5,1,5,63,1804.8,1804.8,1804.8,1804.8,825.6,825.6,825.6,844.8,1,780,650,-40,0,0,0,0,1,1,0
3591,0.57,3.874,-0.84619,-3.27814006,33.5,1,5,63,1248.0,1248.0,1248.0,1248.0,1478.4,1478.4,1478.4,844.8,1,780,650,-40,0,0,0,0,1,1,0
3592,0.57,3.874,-0.536132,-2.076975368,33.5,1,5,63,1075.2,1075.2,1075.2,1075.2,1171.2,1171.2,1171.2,844.8,1,650,650,-41,0,0,0,0,1,1,0
3593,0.57,3.874,-0.541015,-2.09589211,33.5,1,5,27,1516.8,1516.8,1516.8,1516.8,940.8,710.4,710.4,844.8,1,650,650,-41,0,0,0,0,1,1,0
3594,0.57,3.874,-0.839355,-3.25166127,33.5,1,5,48,1344.0,1344.0,1344.0,1344.0,710.4,710.4,710.4,844.8,1,650,650,-41,0,0,0,0,1,1,0
3595,0.57,3.874,-0.590331,-2.286942294,33.5,1,5,75,1804.8,1804.8,1804.8,1804.8,2419.2,2419.2,2419.2,1747.2,1,650,468,-41,0,0,0,0,1,1,0
3596,0.57,3.874,-1.252929,-4.853846946,33.5,1,5,63,1804.8,1804.8,1804.8,1804.8,710.4,710.4,710.4,844.8,1,650,468,-41,0,0,0,0,1,1,0
3597,0.57,3.874,-0.603515,-2.33801711,33.5,1,5,63,1248.0,1248.0,1248.0,1248.0,1382.4,1382.4,1382.4,844.8,1,650,468,-41,0,0,0,0,1,1,0
3598,0.57,3.874,-0.579589,-2.245327786,33.5,1,5,63,1804.8,1804.8,1804.8,1804.8,710.4,710.4,710.4,844.8,1,650,526,-44,0,0,0,0,1,1,0
3599,0.57,3.874,-0.591796,-2.292617704,33.5,1,5,50,1804.8,1804.8,1804.8,1804.8,825.6,825.6,825.6,844.8,1,650,526,-44,0,0,0,0,1,1,0
3600,0.57,3.87,-0.737792,-2.85525504,33.5,1,5,25,1420.8,1420.8,1420.8,1420.8,710.4,710.4,710.4,844.8,1,650,526,-44,0,0,0,0,1,1,0
3601,0.57,3.87,-0.598632,-2.31670584,33.5,1,5,63,1075.2,1075.2,1075.2,1075.2,1171.2,1171.2,1171.2,844.8,1,650,526,-44,0,0,0,0,1,1,0
3602,0.57,3.87,-0.650878,-2.51889786,33.5,1,5,44,1075.2,1075.2,1075.2,1075.2,710.4,710.4,710.4,844.8,1,650,526,-44,0,0,0,0,1,1,0
3603,0.57,3.87,-0.610351,-2.36205837,33.5,1,5,27,1612.8,1612.8,1612.8,1612.8,710.4,710.4,710.4,844.8,1,650,526,-44,0,0,0,0,1,1,0
3604,0.57,3.87,-0.580566,-2.24679042,33.5,1,5,52,1420.8,1420.8,1420.8,1420.8,710.4,710.4,710.4,844.8,1,650,468,-43,0,0,0,0,1,1,0
3605,0.57,3.87,-0.616698,-2.38662126,33.5,1,5,48,1075.2,1075.2,1075.2,1075.2,1958.4,1958.4,1958.4,844.8,1,650,468,-43,0,0,0,0,1,1,0
3606,0.57,3.87,-0.636718,-2.46409866,33.5,1,5,30,1248.0,1248.0,1248.0,1248.0,710.4,710.4,710.4,844.8,1,650,468,-43,0,0,0,0,1,1,0
3607,0.57,3.87,-0.637694,-2.46787578,33.5,1,5,44,1804.8,1804.8,1804.8,1804.8,710.4,710.4,710.4,844.8,1,650,468,-44,0,0,0,0,1,1,0
3608,0.57,3.87,-0.582519,-2.25434853,33.5,1,5,42,1804.8,1804.8,1804.8,1804.8,1171.2,1171.2,1171.2,844.8,1,650,468,-44,0,0,0,0,1,1,0
3609,0.57,3.87,-0.608886,-2.35638882,33.5,1,5,44,1516.8,1516.8,1516.8,1516.8,710.4,710.4,710.4,844.8,1,650,468,-44,0,0,0,0,1,1,0
3610,0.57,3.87,-0.554687,-2.14663869,33.5,1,5,63,1804.8,1804.8,1804.8,1804.8,710.4,710.4,710.4,844.8,1,650,468,-43,0,0,0,0,1,1,0
3611,0.57,3.87,-0.607909,-2.35260783,33.5,1,5,37,1804.8,1804.8,1804.8,1804.8,710.4,710.4,710.4,844.8,1,650,468,-43,0,0,0,0,1,1,0
3612,0.57,3.87,-0.535155,-2.07104985,33.5,1,5,33,1804.8,1804.8,1804.8,1804.8,710.4,710.4,710.4,844.8,1,650,468,-43,0,0,0,0,1,1,0
3613,0.57,3.87,-0.563476,-2.18065212,33.5,1,5,38,1248.0,1248.0,1248.0,1248.0,710.4,710.4,710.4,844.8,1,650,526,-42,0,0,0,0,1,1,0
3614,0.57,3.87,-0.55957,-2.1655359,33.5,1,5,27,1516.8,1516.8,1516.8,1516.8,710.4,710.4,710.4,844.8,1,650,526,-42,0,0,0,0,1,1,0
3615,0.57,3.87,-0.599609,-2.32048683,33.5,1,5,33,1075.2,1075.2,1075.2,1075.2,710.4,710.4,710.4,844.8,1,650,526,-42,0,0,0,0,1,1,0
3616,0.57,3.87,-0.559081,-2.16364347,33.5,1,5,35,1344.0,1344.0,1344.0,1344.0,825.6,825.6,825.6,844.8,1,585,650,-40,0,0,0,0,1,1,0
3617,0.57,3.87,-0.609374,-2.35827738,33.5,1,5,57,1075.2,1075.2,1075.2,1075.2,1382.4,1382.4,1382.4,844.8,1,585,650,-40,0,0,0,0,1,1,0
3618,0.57,3.87,-0.59082,-2.2864734,33.5,1,5,46,1171.2,1171.2,1171.2,1171.2,1574.4,1574.4,1574.4,844.8,1,585,650,-40,0,0,0,0,1,1,0
3619,0.57,3.87,-0.684569,-2.64928203,33.5,1,5,63,1420.8,1420.8,1420.8,1420.8,2246.4,2246.4,2246.4,844.8,1,585,650,-40,0,0,0,0,1,1,0
3620,0.57,3.87,-0.726562,-2.81179494,33.5,1,5,66,1516.8,1516.8,1516.8,1516.8,1382.4,1382.4,1382.4,844.8,1,585,650,-40,0,0,0,0,1,1,0
3621,0.57,3.87,-0.610839,-2.36394693,33.5,1,5,35,1075.2,1075.2,1075.2,1075.2,940.8,940.8,940.8,844.8,1,585,650,-40,0,0,0,0,1,1,0
3622,0.57,3.87,-0.564941,-2.18632167,33.5,1,5,42,1804.8,1804.8,1804.8,1804.8,710.4,710.4,710.4,844.8,1,585,650,-38,0,0,0,0,1,1,0
3623,0.57,3.87,-0.472656,-1.82917872,33.5,1,5,35,1248.0,1248.0,1248.0,1248.0,710.4,710.4,710.4,844.8,1,585,650,-38,0,0,0,0,1,1,0
3624,0.57,3.87,-0.387695,-1.50037965,33.5,1,5,25,1344.0,1344.0,1344.0,1344.0,710.4,710.4,710.4,844.8,1,585,650,-38,0,0,0,0,1,1,0
3625,0.57,3.87,-0.363769,-1.40778603,33.5,1,5,30,1171.2,1171.2,1171.2,1171.2,710.4,710.4,710.4,844.8,1,585,650,-41,0,0,0,0,1,1,0
3626,0.57,3.87,-0.38037,-1.4720319,33.5,1,5,63,1248.0,1248.0,1248.0,1248.0,1056.0,1056.0,1056.0,844.8,1,585,650,-41,0,0,0,0,1,1,0
3627,0.57,3.87,-0.464355,-1.79705385,33.5,1,5,63,1804.8,1804.8,1804.8,1804.8,710.4,710.4,710.4,844.8,1,585,650,-41,0,0,0,0,1,1,0
3628,0.57,3.87,-0.506347,-1.95956289,33.5,1,5,56,1344.0,1344.0,1344.0,1516.8,710.4,710.4,710.4,844.8,1,585,650,-39,0,0,0,0,1,1,0
3629,0.57,3.87,-0.512695,-1.98412965,33.5,1,5,48,1171.2,1171.2,1171.2,1171.2,1056.0,1056.0,1056.0,844.8,1,585,650,-39,0,0,0,0,1,1,0
3630,0.57,3.87,-0.469238,-1.81595106,33.5,1,5,40,1075.2,1075.2,1075.2,1075.2,2419.2,2419.2,2419.2,844.8,1,585,650,-39,0,0,0,0,1,1,0
3631,0.57,3.87,-0.52539,-2.0332593,33.5,1,5,63,1075.2,1075.2,1075.2,1075.2,1286.4,1286.4,1286.4,844.8,1,585,650,-41,0,0,0,0,1,1,0
3632,0.57,3.87,-0.393066,-1.52116542,33.5,1,5,40,1248.0,1248.0,1248.0,1248.0,710.4,710.4,710.4,844.8,1,585,650,-41,0,0,0,0,1,1,0
3633,0.57,3.87,-0.350585,-1.35676395,33.5,1,5,48,1075.2,1075.2,1075.2,1075.2,2419.2,2419.2,2419.2,844.8,1,585,650,-41,0,0,0,0,1,1,0
3634,0.57,3.87,-0.410644,-1.58919228,33.5,1,5,50,1344.0,1344.0,1344.0,1344.0,710.4,710.4,710.4,844.8,1,585,650,-47,0,0,0,0,1,1,0
3635,0.57,3.87,-0.385253,-1.49092911,33.5,1,5,57,1804.8,1804.8,1804.8,1804.8,1766.4,1766.4,1766.4,844.8,1,585,650,-47,0,0,0,0,1,1,0
3636,0.57,3.87,-0.600585,-2.32426395,33.5,1,5,40,1804.8,1804.8,1804.8,1804.8,710.4,710.4,710.4,844.8,1,585,650,-47,0,0,0,0,1,1,0
3637,0.57,3.87,-0.40039,-1.5495093,33.5,1,5,25,1420.8,1420.8,1420.8,1420.8,710.4,710.4,710.4,844.8,1,6,468,-45,0,0,0,0,1,1,0
3638,0.57,3.87,-0.327148,-1.26606276,33.5,1,5,54,1075.2,1075.2,1075.2,1075.2,1286.4,1286.4,1286.4,844.8,1,6,468,-45,0,0,0,0,1,1,0
3639,0.57,3.87,-0.351562,-1.36054494,33.5,1,5,44,1420.8,1420.8,1420.8,1420.8,710.4,710.4,710.4,844.8,1,6,468,-45,0,0,0,0,1,1,0
3640,0.57,3.87,-0.340331,-1.31708097,33.5,1,5,48,1516.8,1516.8,1516.8,1516.8,1862.4,1862.4,1862.4,844.8,1,585,468,-46,0,0,0,0,1,1,0
3641,0.57,3.87,-0.321777,-1.24527699,33.5,1,5,30,1248.0,1248.0,1248.0,1248.0,710.4,710.4,710.4,844.8,1,585,468,-46,0,0,0,0,1,1,0
3642,0.57,3.87,-0.34912,-1.3510944,33.5,1,5,54,1804.8,1804.8,1804.8,1804.8,710.4,710.4,710.4,844.8,1,585,468,-46,0,0,0,0,1,1,0
3643,0.57,3.87,-0.329101,-1.27362087,33.5,1,5,52,1171.2,1171.2,1171.2,1171.2,710.4,710.4,710.4,844.8,1,585,526,-47,0,0,0,0,1,1,0
3644,0.57,3.87,-0.310058,-1.19992446,33.5,1,5,58,1804.8,1804.8,1804.8,1804.8,710.4,710.4,710.4,844.8,1,585,526,-47,0,0,0,0,1,1,0
3645,0.56,3.885,-0.342284,-1.32977334,33.2,1,5,63,1344.0,1344.0,1344.0,1344.0,710.4,710.4,710.4,844.8,1,585,526,-47,0,0,0,0,1,1,0
3646,0.56,3.885,-0.310546,-1.20647121,33.2,1,5,37,1248.0,1248.0,1248.0,1248.0,710.4,710.4,710.4,844.8,1,585,526,-48,0,0,0,0,1,1,0
3647,0.56,3.885,-0.40039,-1.55551515,33.2,1,5,30,1171.2,1171.2,1171.2,1171.2,710.4,710.4,710.4,844.8,1,585,526,-48,0,0,0,0,1,1,0
3648,0.56,3.885,-0.569335,-2.211866475,33.2,1,5,37,1804.8,1804.8,1804.8,1804.8,710.4,710.4,710.4,844.8,1,585,526,-48,0,0,0,0,1,1,0
3649,0.56,3.885,-0.326659,-1.269070215,33.2,1,5,44,1804.8,1804.8,1804.8,1804.8,1382.4,1382.4,1382.4,844.8,1,585,351,-46,0,0,0,0,1,1,0
3650,0.56,3.885,-0.302734,-1.17612159,33.2,1,5,63,1171.2,1171.2,1171.2,1171.2,1056.0,1056.0,1056.0,844.8,1,585,351,-46,0,0,0,0,1,1,0
3651,0.56,3.885,-0.279785,-1.086964725,33.2,1,5,63,1075.2,1075.2,1075.2,1075.2,1056.0,1056.0,1056.0,844.8,1,585,351,-46,0,0,0,0,1,1,0
3652,0.56,3.885,-0.301757,-1.172325945,33.2,1,5,46,1804.8,1804.8,1804.8,1804.8,825.6,825.6,825.6,844.8,1,585,468,-49,0,0,0,0,1,1,0
