SOC,OCV(mV)
0.99999375,4175
0.9999797222222222,4165
0.9999658333333333,4165
0.9999520833333333,4165
0.9999383333333334,4165
0.9999244444444444,4165
0.9999104166666667,4165
0.9998966666666667,4164
0.9998827777777778,4164
0.9998688888888889,4164
0.9998551388888889,4165
0.99984125,4164
0.9998273611111111,4164
0.9998136111111111,4164
0.9997995833333333,4164
0.9997858333333334,4164
0.9997718055555556,4164
0.9997579166666667,4164
0.9997440277777778,4164
0.9997301388888888,4164
0.9997163888888889,4164
0.9997026388888889,4164
0.99968875,4164
0.9996748611111111,4163
0.9996608333333333,4164
0.9996469444444445,4163
0.9996330555555556,4163
0.9996193055555556,4163
0.9996054166666667,4163
0.9995916666666667,4163
0.9995777777777778,4163
0.9995638888888889,4163
0.9995501388888889,4163
0.9995363888888888,4163
0.9995225,4163
0.99950875,4163
0.999495,4163
0.9994811111111112,4163
0.9994673611111111,4163
0.9994536111111111,4163
0.9994397222222222,4163
0.9994258333333333,4163
0.9994120833333333,4163
0.9993984722222222,4163
0.9993845833333334,4163
0.9993708333333333,4163
0.9993570833333333,4163
0.9993431944444444,4163
0.9993293055555555,4163
0.9993152777777777,4163
0.9993015277777778,4162
0.9992876388888889,4162
0.9992738888888889,4163
0.99926,4163
0.9992463888888888,4162
0.9992326388888889,4163
0.99921875,4162
0.9992048611111111,4162
0.9991911111111111,4162
0.9991770833333333,4162
0.9991633333333333,4162
0.9991493055555556,4162
0.9991354166666667,4162
0.9991216666666667,4162
0.9991079166666667,4162
0.9990941666666666,4162
0.9990804166666667,4162
0.9990663888888889,4162
0.9990523611111111,4162
0.9990384722222222,4162
0.9990247222222223,4162
0.9990108333333333,4162
0.9989968055555556,4162
0.9989829166666667,4162
0.9989688888888889,4162
0.9989548611111111,4162
0.99894125,4162
0.9989276388888889,4162
0.9989138888888889,4162
0.9989001388888888,4162
0.9988863888888889,4162
0.9988723611111111,4161
0.9988583333333333,4162
0.9988444444444444,4162
0.9988306944444445,4162
0.9988169444444445,4161
0.9988029166666667,4162
0.9987891666666666,4162
0.9987752777777777,4161
0.9987615277777778,4161
0.9987475,4161
0.9987336111111111,4161
0.9987195833333333,4161
0.9987058333333333,4161
0.9986920833333334,4161
0.9986781944444445,4161
0.9986644444444445,4161
0.9986505555555556,4161
0.9986369444444444,4161
0.9986230555555555,4161
0.9986091666666667,4161
0.9985952777777778,4161
0.9985813888888889,4161
0.9985675,4161
0.9985536111111111,4161
0.9985397222222222,4161
0.9985258333333333,4161
0.9985119444444445,4161
0.9984981944444444,4161
0.9984843055555556,4161
0.9984705555555555,4161
0.9984568055555556,4161
0.9984430555555556,4161
0.9984293055555555,4161
0.9984154166666667,4161
0.9984016666666666,4161
0.9983879166666667,4161
0.9983741666666667,4161
0.9983602777777778,4161
0.9983463888888889,4161
0.9983327777777777,4161
0.9983188888888889,4161
0.998305,4161
0.9982909722222222,4160
0.9982770833333333,4161
0.9982633333333334,4161
0.9982495833333334,4160
0.9982356944444445,4160
0.9982219444444445,4160
0.9982080555555556,4160
0.9981941666666667,4160
0.9981804166666667,4160
0.9981665277777778,4160
0.9981526388888889,4160
0.99813875,4160
0.9981251388888889,4161
0.99811125,4160
0.9980975,4160
0.9980836111111111,4160
0.9980697222222222,4160
0.9980558333333334,4160
0.9980419444444445,4160
0.9980279166666667,4160
0.9980141666666666,4160
0.9980002777777778,4160
0.9979865277777777,4160
0.9979727777777778,4160
0.9979588888888888,4160
0.997945,4160
0.99793125,4160
0.9979173611111111,4160
0.99790375,4160
0.9978901388888889,4160
0.9978761111111111,4160
0.9978625,4160
0.9978486111111111,4160
0.9978348611111111,4160
0.9978209722222222,4160
0.9978073611111111,4160
0.9977936111111111,4160
0.9977798611111112,4160
0.9977661111111111,4160
0.9977523611111111,4160
0.9977384722222222,4160
0.9977247222222222,4160
0.9977111111111111,4160
0.9976972222222222,4160
0.9976833333333334,4160
0.9976695833333333,4159
0.9976559722222222,4159
0.9976422222222222,4160
0.9976284722222222,4159
0.9976145833333333,4160
0.9976008333333334,4160
0.9975869444444444,4159
0.9975730555555555,4159
0.9975593055555556,4159
0.9975454166666666,4159
0.9975316666666667,4159
0.9975180555555556,4159
0.9975041666666666,4159
0.9974902777777778,4159
0.99747625,4159
0.9974625,4159
0.9974486111111112,4159
0.9974347222222222,4159
0.9974208333333333,4159
0.9974070833333334,4159
0.9973933333333334,4159
0.9973794444444445,4159
0.9973656944444445,4159
0.9973520833333334,4159
0.9973383333333333,4159
0.9973244444444445,4159
0.9973108333333334,4159
0.9972970833333333,4159
0.9972831944444445,4159
0.9972693055555556,4159
0.9972555555555556,4159
0.9972419444444445,4159
0.9972281944444444,4159
0.9972143055555556,4159
0.9972005555555555,4158
0.9971866666666667,4159
0.9971727777777778,4159
0.9971590277777778,4158
0.9971451388888889,4159
0.99713125,4159
0.9971175,4159
0.9971036111111111,4158
0.9970897222222223,4158
0.9970758333333334,4159
0.9970620833333333,4158
0.9970483333333333,4158
0.9970344444444444,4159
0.9970205555555556,4159
0.9970066666666667,4158
0.9969929166666667,4158
0.9969788888888889,4158
0.996965,4159
0.9969513888888889,4159
0.9969376388888889,4158
0.9969238888888889,4159
0.99691,4158
0.9968961111111111,4158
0.9968820833333334,4158
0.9968683333333334,4158
0.9968545833333333,4158
0.9968406944444445,4158
0.9968269444444444,4158
0.9968130555555555,4158
0.9967991666666667,4158
0.9967854166666666,4158
0.9967715277777778,4158
0.9967577777777777,4158
0.9967440277777778,4158
0.996730138888889,4158
0.9967161111111111,4158
0.9967022222222223,4158
0.9966883333333334,4158
0.9966745833333334,4158
0.9966609722222223,4158
0.9966472222222222,4158
0.9966333333333334,4158
0.9966195833333333,4158
0.9966058333333333,4158
0.9965920833333334,4158
0.9965783333333333,4158
0.9965647222222223,4157
0.9965509722222222,4157
0.9965370833333334,4157
0.9965231944444445,4157
0.9965094444444444,4158
0.9964954166666666,4157
0.9964816666666667,4158
0.9964677777777778,4158
0.99645375,4157
0.9964397222222222,4157
0.9964259722222222,4157
0.9964123611111111,4157
0.9963983333333334,4157
0.9963844444444444,4157
0.9963706944444445,4157
0.9963568055555556,4157
0.9963430555555556,4157
0.9963294444444445,4157
0.9963155555555556,4157
0.9963018055555556,4157
0.9962877777777778,4157
0.9962740277777777,4157
0.9962601388888889,4157
0.996246388888889,4157
0.9962326388888889,4157
0.99621875,4157
0.996205138888889,4157
0.9961911111111111,4157
0.9961775,4157
0.9961638888888888,4157
0.99615,4157
0.9961362500000001,4157
0.9961223611111111,4157
0.99610875,4157
0.9960948611111111,4157
0.9960808333333333,4157
0.9960670833333334,4157
0.9960534722222222,4157
0.9960397222222223,4157
0.9960259722222222,4157
0.9960122222222222,4157
0.9959984722222223,4156
0.9959847222222222,4157
0.9959709722222222,4156
0.9959570833333333,4157
0.9959433333333333,4157
